year,tite,url,author,theme
2017,America Gives Its Blackness Back To Me,/poetsorg/poem/america-gives-its-blackness-back-me,Shane McCrae,America
1892,A Sight in Camp in the Daybreak Gray and Dim,/poetsorg/poem/sight-camp-daybreak-gray-and-dim,Walt Whitman,America
2017,Syllabus for the Dark Ahead,/poetsorg/poem/syllabus-dark-ahead,Jehanne Dubrow,America
2017,Accidental Pastoral,/poetsorg/poem/accidental-pastoral,Maggie Smith,America
1962,Middle Passage,/poetsorg/poem/middle-passage,Robert Hayden,America
1962,Frederick Douglass,/poetsorg/poem/frederick-douglass-0,Robert Hayden,America
2017,from “After Dinner Was Over” ,/poetsorg/poem/after-dinner-was-over,Katie Peterson,America
2016,Lunar Eclipse ,/poetsorg/poem/lunar-eclipse,Linda Bierds,America
2016,Notes on the Below,/poetsorg/poem/notes-below,Ada Limón,America
2016,"National Politics in Yellowstone Park, July 29, 1914",/poetsorg/poem/national-politics-yellowstone-park-july-29-1914,David Romtvedt,America
2017,Resurrection,/poetsorg/poem/resurrection-0,Sally Wen Mao,America
2017,Age of Beauty,/poetsorg/poem/age-beauty,Emilia Phillips,America
2016,Key to the Kingdom,/poetsorg/poem/key-kingdom,Ted Mathys,America
2016,Accepting Heaven at Great Basin,/poetsorg/poem/accepting-heaven-great-basin,Nathalie Handal,America
2016,Tallgrass Prairie National Preserve,/poetsorg/poem/tallgrass-prairie-national-preserve,Anne Boyer,America
2016,In the Congaree,/poetsorg/poem/congaree,Samuel Amadon,America
2016,"Cadastre, Apostle Islands",/poetsorg/poem/cadastre-apostle-islands,Kimberly Blaeser,America
2016,Brandywine Creek Preambles,/poetsorg/poem/brandywine-creek-preambles,JoAnn Balingit,America
2016,Exceeding Beringia,/poetsorg/poem/exceeding-beringia,Joan Naviyuk Kane,America
2016,Native Memory,/poetsorg/poem/native-memory,Ansel Elkins ,America
2016,White Sands,/poetsorg/poem/white-sands,Arthur Sze,America
2016,Prayer,/poetsorg/poem/prayer-6,Judson Mitcham,America
2016,Weir Farm,/poetsorg/poem/weir-farm,Marilyn Nelson,America
2016,Hesperine for David Berger,/poetsorg/poem/hesperine-david-berger,Kazim Ali,America
2016,Central Avenue Beach,/poetsorg/poem/central-avenue-beach,Adrian Matejka,America
2016,America (Assateague),/poetsorg/poem/america-assateague,Kathleen Graber,America
2016,Sleeping Bear,/poetsorg/poem/sleeping-bear,Linda Gregerson,America
2016,Île des Monts Déserts,/poetsorg/poem/ile-des-monts-deserts,Christian Barter,America
2016,Tag at Pullman National Monument,/poetsorg/poem/tag-pullman-national-monument,Roger Reeves,America
2016,Detour of the World War II Valor in the Pacific National Monument ,/poetsorg/poem/detour-world-war-ii-valor-pacific-national-monument,Craig Santos Perez,America
2016,American Zebra: Praise Song for the Hagerman Fossil Beds National Monument,/poetsorg/poem/american-zebra-praise-song-hagerman-fossil-beds-national-monument,Diane Raptosh,America
2016,there are these old fires,/poetsorg/poem/there-are-these-old-fires,Kaia Sand,America
2016,Devotee,/poetsorg/poem/devotee,Anne Waldman,America
2016,Hot Springs,/poetsorg/poem/hot-springs,Davis McCombs,America
2016,The Everglades,/poetsorg/poem/everglades,Campbell McGrath,America
2016,"badlands: a song of flux, out of time",/poetsorg/poem/badlands-song-flux-out-time,Lee Ann Roripaugh,America
2016,Meditations at the New Orleans Jazz National Historical Park,/poetsorg/poem/meditations-new-orleans-jazz-national-historical-park,Jericho Brown,America
2016,House of Green Thunder,/poetsorg/poem/house-green-thunder,Lee Ann Brown,America
2016,Incendiary Art ,/poetsorg/poem/incendiary-art,Patricia Smith,America
2016,Jim Limber the Adopted Mulatto Son of Jefferson Davis Visits His Adoptive Parents After the War,/poetsorg/poem/jim-limber-adopted-mulatto-son-jefferson-davis-visits-his-adoptive-parents-after-war,Shane McCrae,America
2003,Interpretation of a Poem by Frost,/poetsorg/poem/interpretation-poem-frost,Thylias Moss,America
2016,Faithful Forest,/poetsorg/poem/faithful-forest,Alberto Ríos,America
2015,What We Own,/poetsorg/poem/what-we-own,Philip Terman,America
2016,@ the Crossroads—A Sudden American Poem,/poetsorg/poem/crossroads-sudden-american-poem,Juan Felipe Herrera,America
2013,One Today,/poetsorg/poem/one-today,Richard Blanco,America
2015,United,/poetsorg/poem/united,Naomi Shihab Nye,America
2013,Ghazal: America the Beautiful,/poetsorg/poem/ghazal-america-beautiful,Alicia Ostriker,America
2007,Antebellum,/poetsorg/poem/antebellum,Gregory Pardlo,America
2014,"America, I Sing Back",/poetsorg/poem/america-i-sing-back,Allison Adelle Hedge Coke,America
2015,Microwave Popcorn,/poetsorg/poem/microwave-popcorn,Harmony Holiday,America
2014,Mess Hall,/poetsorg/poem/mess-hall,Solmaz Sharif,America
2015,Dear America,/poetsorg/poem/dear-america,Rachel Eliza Griffiths,America
2008,from Things I Don’t Miss From My Youth,/poetsorg/poem/things-i-don%E2%80%99t-miss-my-youth,A. B. Spellman,America
,The Continental Army,/poetsorg/poem/continental-army,Marilyn Nelson,America
2015,the bullet was a girl,/poetsorg/poem/bullet-was-girl,Danez Smith,America
2015,The Tradition,/poetsorg/poem/tradition,Jericho Brown,America
2014,In the Event,/poetsorg/poem/event,Joshua Weiner,America
2014,"Catawba Cotton Mill, 1908",/poetsorg/poem/catawba-cotton-mill-1908,David Wojahn,America
2014,Three Mathew Brady Photographs,/poetsorg/poem/three-mathew-brady-photographs,Eric Pankey,America
2014,"from Citizen, VI [I knew whatever was in front of me was happening]",/poetsorg/poem/citizen-vi-i-knew-whatever-was-front-me-was-happening,Claudia Rankine,America
2015,On Meeting Robert Hayden in a Dream,/poetsorg/poem/meeting-robert-hayden-dream,Abdul Ali,America
2014,The Documents,/poetsorg/poem/documents,Terence Winch,America
2014,Much Tattooed Sailor Aboard USS New Jersey,/poetsorg/poem/much-tattooed-sailor-aboard-uss-new-jersey,Jehanne Dubrow,America
2014,"from Citizen, VI [My brothers are notorious]",/poetsorg/poem/citizen-vi-my-brothers-are-notorious,Claudia Rankine,America
2014,"from Citizen, VI [On the train the woman standing]",/poetsorg/poem/citizen-vi-train-woman-standing,Claudia Rankine,America
2014,"from Citizen, IV",/poetsorg/poem/citizen-iv,Claudia Rankine,America
2014,Non-lieux,/poetsorg/poem/non-lieux,Erika Meitner,America
2014,valentine for Sally Hemings,/poetsorg/poem/valentine-sally-hemings,Sojourner Ahebee,America
2014,"Star in the Throat, Fire in the Cupboard",/poetsorg/poem/star-throat-fire-cupboard,Catie Rosemurgy,America
2013,Like Any Good American,/poetsorg/poem/any-good-american,Brynn Saito,America
2014,The Buttonhook,/poetsorg/poem/buttonhook,Mary Jo Salter,America
2014,"from Citizen, I",/poetsorg/poem/citizen-i,Claudia Rankine,America
2014,Idaho,/poetsorg/poem/idaho,Matthew Zapruder,America
2013,Black Laws,/poetsorg/poem/black-laws,Roger Reeves,America
2013,A House Divided,/poetsorg/poem/house-divided,Kyle Dargan,America
2012,The Blank of America,/poetsorg/poem/blank-america,Terese Svoboda,America
2011,America [Try saying wren],/poetsorg/poem/america-try-saying-wren,Joseph Lease,America
2010,Psalm,/poetsorg/poem/psalm-5,Vanessa Place,America
2007,For the Confederate Dead,/poetsorg/poem/confederate-dead,Kevin Young,America
2003,Sunday,/poetsorg/poem/sunday,Angela Shannon,America
2011,We Heard Health Care (audio only),/poetsorg/poem/we-heard-health-care-audio-only,Claudia Rankine,America
2011,Handshake Histories,/poetsorg/poem/handshake-histories,Jeff Hoffman,America
2008,Gate A-4,/poetsorg/poem/gate-4,Naomi Shihab Nye,America
2006,Last Century,/poetsorg/poem/last-century,Wyatt Prunty,America
2002,The Two,/poetsorg/poem/two,Philip Levine,America
1998,América,/poetsorg/poem/am%C3%A9rica-4,Richard Blanco,America
1994,Day of the Refugios,/poetsorg/poem/day-refugios,Alberto Ríos,America
1994,Theme for English B,/poetsorg/poem/theme-english-b,Langston Hughes,America
1993,American Sonnet (10),/poetsorg/poem/american-sonnet-10,Wanda Coleman,America
1991,Passing Through Albuquerque,/poetsorg/poem/passing-through-albuquerque,John Balaban,America
1996,Haircut,/poetsorg/poem/haircut,Elizabeth Alexander,America
1994,Let America Be America Again,/poetsorg/poem/let-america-be-america-again,Langston Hughes,America
1994,"I, Too",/poetsorg/poem/i-too,Langston Hughes,America
1991,America,/poetsorg/poem/america-0,Robert Creeley,America
1984,"Howl, Parts I & II",/poetsorg/poem/howl-parts-i-ii,Allen Ginsberg,America
1984,A Supermarket in California,/poetsorg/poem/supermarket-california,Allen Ginsberg,America
1937,Ode to the Confederate Dead,/poetsorg/poem/ode-confederate-dead,Allen Tate,America
1918,To the Others,/poetsorg/poem/others,Lola Ridge,America
1917,To America,/poetsorg/poem/america-5,James Weldon Johnson,America
1891,America,/poetsorg/poem/america-1,Walt Whitman,America
1978,[American Journal],/poetsorg/poem/american-journal,Robert Hayden,America
1921,America,/poetsorg/poem/america-2,Claude McKay,America
1917,Lift Every Voice and Sing,/poetsorg/poem/lift-every-voice-and-sing,James Weldon Johnson,America
1916,"I am the People, the Mob",/poetsorg/poem/i-am-people-mob,Carl Sandburg,America
1888,1492,/poetsorg/poem/1492,Emma Lazarus,America
1866,America,/poetsorg/poem/america,Herman Melville,America
1861,Paul Revere's Ride,/poetsorg/poem/paul-reveres-ride,Henry Wadsworth Longfellow,America
1824,Abraham Lincoln,/poetsorg/poem/abraham-lincoln,Abraham Lincoln,America
1866,The House-top,/poetsorg/poem/house-top,Herman Melville,America
1860,I Hear America Singing,/poetsorg/poem/i-hear-america-singing,Walt Whitman,America
1847,A Nation's Strength,/poetsorg/poem/nations-strength,William Ralph Emerson,American Revolution
1814,The Star-Spangled Banner,/poetsorg/poem/star-spangled-banner,Francis Scott Key,American Revolution
1783,"Occasioned by General Washington's Arrival in Philadelphia, On His Way to His Residence in Virginia",/poetsorg/poem/occasioned-general-washingtons-arrival-philadelphia-his-way-his-residence-virginia,Philip Freneau,American Revolution
1775,A Political Litany,/poetsorg/poem/political-litany,Philip Freneau,American Revolution
1773,"To the Right Honourable William, Earl of Dartmouth",/poetsorg/poem/right-honourable-william-earl-dartmouth,Phillis Wheatley,American Revolution
1839,England in 1819,/poetsorg/poem/england-1819,Percy Bysshe Shelley,American Revolution
1793,"America, a Prophecy, Plates 3 and 4",/poetsorg/poem/america-prophecy-plates-3-and-4,William Blake,American Revolution
1776,His Excellency General Washington,/poetsorg/poem/his-excellency-general-washington,Phillis Wheatley,American Revolution
1775,American Liberty,/poetsorg/poem/american-liberty,Philip Freneau,American Revolution
1773,On Being Brought from Africa to America,/poetsorg/poem/being-brought-africa-america,Phillis Wheatley,American Revolution
1773,A Farewell to America,/poetsorg/poem/farewell-america,Phillis Wheatley,American Revolution
2016,Blessings,/poetsorg/poem/blessings,Jay Parini,Americana
2016,Thou in Time,/poetsorg/poem/thou-time,Noah Warren,Americana
1968,"Knoxville, Tennessee",/poetsorg/poem/knoxville-tennessee,Nikki Giovanni,Americana
2015,Cream City,/poetsorg/poem/cream-city,Margaret Noodin,Americana
2014,Perfect for Any Occasion,/poetsorg/poem/perfect-any-occasion,Alberto Ríos,Americana
2016,The American middle class...,/poetsorg/poem/american-middle-class,Dawn Lundy Martin,Americana
2007,Antebellum,/poetsorg/poem/antebellum,Gregory Pardlo,Americana
2015,Carrying Our Words,/poetsorg/poem/carrying-our-words,Ofelia Zepeda,Americana
2014,Reading a Science Article on the Airplane to JFK,/poetsorg/poem/reading-science-article-airplane-jfk,Bianca Stone,Americana
2014,Fruit Cocktail in Light Syrup,/poetsorg/poem/fruit-cocktail-light-syrup,Amy Gerstler,Americana
2014,Prairie Dawn,/poetsorg/poem/prairie-dawn,Willa Cather,Americana
2014,Idaho,/poetsorg/poem/idaho,Matthew Zapruder,Americana
2013,A Conceit,/poetsorg/poem/conceit,Rae Armantrout,Americana
2013,A Small Hot Town,/poetsorg/poem/small-hot-town,Collier Nogues,Americana
2012,Roadside Attractions with the Dogs of America,/poetsorg/poem/roadside-attractions-dogs-america,Ada Limón,Americana
2014,Congregation,/poetsorg/poem/congregation,Parneshia Jones,Americana
2014,"The Hills, 11",/poetsorg/poem/hills-11,Kate Durbin,Americana
2013,Poem Excluding Fiction,/poetsorg/poem/poem-excluding-fiction,Noah Falck,Americana
2013,Like Any Good American,/poetsorg/poem/any-good-american,Brynn Saito,Americana
2012,Looking for The Gulf Motel,/poetsorg/poem/looking-gulf-motel,Richard Blanco,Americana
2010,Road Trip,/poetsorg/poem/road-trip,Kurt Brown,Americana
2008,Dangerous for Girls,/poetsorg/poem/dangerous-girls,Connie Voisine,Americana
2003,Poem for the Wheat Penny (1909-1958),/poetsorg/poem/poem-wheat-penny-1909-1958,Judith Hall,Americana
1984,A Supermarket in California,/poetsorg/poem/supermarket-california,Allen Ginsberg,Americana
1973,California Plush,/poetsorg/poem/california-plush,Frank Bidart,Americana
2009,Our Valley,/poetsorg/poem/our-valley,Philip Levine,Americana
2006,Coastal Plain,/poetsorg/poem/coastal-plain,Kathryn Stripling Byer,Americana
1985,Short-Order Cook,/poetsorg/poem/short-order-cook,Jim Daniels,Americana
1978,[American Journal],/poetsorg/poem/american-journal,Robert Hayden,Americana
1964,The Day Lady Died,/poetsorg/poem/day-lady-died,Frank O'Hara,Americana
1959,"Autumn Begins in Martins Ferry, Ohio",/poetsorg/poem/autumn-begins-martins-ferry-ohio,James Wright,Americana
1918,Still Life,/poetsorg/poem/still-life-0,Carl Sandburg,Americana
1916,"I am the People, the Mob",/poetsorg/poem/i-am-people-mob,Carl Sandburg,Americana
1913,Prairie Spring,/poetsorg/poem/prairie-spring,Willa Cather,Americana
1893,On the Mississippi,/poetsorg/poem/mississippi,Hamlin Garland,Americana
1921,The Prairie Town,/poetsorg/poem/prairie-town,Helen Santmyer,Americana
1918,Prayers of Steel,/poetsorg/poem/prayers-steel,Carl Sandburg,Americana
1914,Chicago,/poetsorg/poem/chicago,Carl Sandburg,Americana
1904,Mountain Pines,/poetsorg/poem/mountain-pines,Robinson Jeffers,Americana
1888,Casey at the Bat,/poetsorg/poem/casey-bat,Ernest Lawrence Thayer,Americana
1884,"Election Day, November, 1884",/poetsorg/poem/election-day-november-1884,Walt Whitman,Americana
2017,I Asked the Man in the White Robe Where He Was From,/poetsorg/poem/i-asked-man-white-robe-where-he-was,Jay Leeming,Ancestry
2017,"Poem in Which the Writer Sees Himself in an Old Textbook, 1943",/poetsorg/poem/poem-which-writer-sees-himself-old-textbook-1943,sam sax,Ancestry
2014,Father’s Memory of a Mexican Mining Camp,/poetsorg/poem/fathers-memory-mexican-mining-camp,Cindy Williams Gutiérrez,Ancestry
2002,In a Neighborhood in Los Angeles,/poetsorg/poem/neighborhood-los-angeles,Francisco X. Alarcón,Ancestry
2017,Daily Conscription ,/poetsorg/poem/daily-conscription,Kyle Dargan,Ancestry
2017,A Simple Trajectory,/poetsorg/poem/simple-trajectory,May Yang,Ancestry
1905,The Clans,/poetsorg/poem/clans,Richard Calmit Adams,Ancestry
2008,Spanish As Experienced by a Native Speaker,/poetsorg/poem/spanish-experienced-native-speaker,John Olivares Espinoza,Ancestry
1988,The Photos,/poetsorg/poem/photos-0,Diane Wakoski,Ancestry
2017,Late Summer,/poetsorg/poem/late-summer-0,James Brasfield,Ancestry
2017,In Defense of “Candelabra with Heads”,/poetsorg/poem/defense-candelabra-heads,Nicole Sealey,Ancestry
2017,The Galleons,/poetsorg/poem/galleons,Rick Barot ,Ancestry
2017,how to say,/poetsorg/poem/how-say,Safia Elhillo,Ancestry
2017,If the Heart Does Not Restart ,/poetsorg/poem/if-heart-does-not-restart,Mary Hickman,Ancestry
2017,Self-Portrait as Exit Wounds,/poetsorg/poem/self-portrait-exit-wounds,Ocean Vuong,Ancestry
2017,Rocksteady,/poetsorg/poem/rocksteady,Ishion Hutchinson ,Ancestry
2017,Looking at My Father,/poetsorg/poem/looking-my-father,Wendy Xu ,Ancestry
2017,Aubade,/poetsorg/poem/aubade-0,Camille Rankine,Ancestry
2017,Maps,/poetsorg/poem/maps,Yesenia Montilla,Ancestry
2017,First Light,/poetsorg/poem/first-light,Chen Chen,Ancestry
2017,"Dear Exile,",/poetsorg/poem/dear-exile,Mai Der Vang ,Ancestry
2015,Borderbus,/poetsorg/poem/borderbus,Juan Felipe Herrera,Ancestry
1962,Middle Passage,/poetsorg/poem/middle-passage,Robert Hayden,Ancestry
2016,You Are a Dark Body,/poetsorg/poem/you-are-dark-body,Natalie Scenters-Zapico,Ancestry
2016,Come Back to Tell Us ,/poetsorg/poem/come-back-tell-us,Matthew Thorburn,Ancestry
2017,Nomenclatures of Invisibility,/poetsorg/poem/nomenclatures-invisibility,Mahtem Shiferraw,Ancestry
2017,Sea Garden,/poetsorg/poem/sea-garden,Rosamond S. King,Ancestry
2016,Music from Childhood,/poetsorg/poem/music-childhood,John Yau,Ancestry
2016,A Taste of Blue,/poetsorg/poem/taste-blue,Cynthia Manick,Ancestry
2016,The Black Woman’s Tears Swap Meet Is Open Every Day,/poetsorg/poem/black-womans-tears-swap-meet-open-every-day,Douglas Kearney,Ancestry
2014,Kissing in Vietnamese,/poetsorg/poem/kissing-vietnamese,Ocean Vuong,Ancestry
2016,Race/Race,/poetsorg/poem/racerace,Martha Collins,Ancestry
1983,Remember,/poetsorg/poem/remember-0,Joy Harjo,Ancestry
2015,nocturnal heritage,/poetsorg/poem/nocturnal-heritage,Roberto Harrison,Ancestry
2014,Thek,/poetsorg/poem/thek,Thom Donovan,Ancestry
2016,"Los Angeles, Manila, Đà Nẵng",/poetsorg/poem/los-angeles-manila-da-nang,Cathy Linh Che,Ancestry
2015,from The Black Maria,/poetsorg/poem/black-maria,Aracelis Girmay,Ancestry
2015,On Meeting Robert Hayden in a Dream,/poetsorg/poem/meeting-robert-hayden-dream,Abdul Ali,Ancestry
2014,The Buttonhook,/poetsorg/poem/buttonhook,Mary Jo Salter,Ancestry
2014,On the Gallows Once,/poetsorg/poem/gallows-once,Kofi Awoonor,Ancestry
2014,"In the Happo-En Garden, Tokyo",/poetsorg/poem/happo-en-garden-tokyo,Linda Pastan,Ancestry
2013,On this Very Street in Belgrade,/poetsorg/poem/very-street-belgrade,Charles Simic,Ancestry
2013,Nunaqtigiit(people related through common possession of territory),/poetsorg/poem/nunaqtigiitpeople-related-through-common-possession-territory,Joan Naviyuk Kane,Ancestry
2011,Prayer for My Unborn Niece or Nephew,/poetsorg/poem/prayer-my-unborn-niece-or-nephew,Ross Gay,Ancestry
2007,A Far Cry from Africa,/poetsorg/poem/far-cry-africa,Derek Walcott,Ancestry
2014,Post-Dissertation-Intervention (i.),/poetsorg/poem/post-dissertation-intervention-i,Ronaldo V. Wilson,Ancestry
2013,The Multitude,/poetsorg/poem/multitude,Ellen Hinsey,Ancestry
2011,Song of Roland,/poetsorg/poem/song-roland,Mark Jarman,Ancestry
2010,"Once More, with Feeling",/poetsorg/poem/once-more-feeling,Luis Cernuda,Ancestry
2005,The Forgotten Dialect of the Heart (audio only),/poetsorg/poem/forgotten-dialect-heart-audio-only,Jack Gilbert,Ancestry
2004,Ladders,/poetsorg/poem/ladders,Elizabeth Alexander,Ancestry
2002,Ancestors,/poetsorg/poem/ancestors,Cesare Pavese,Ancestry
1998,Snow,/poetsorg/poem/snow,Naomi Shihab Nye,Ancestry
1996,"At the Public Market Museum: Charleston, South Carolina",/poetsorg/poem/public-market-museum-charleston-south-carolina,Jane Kenyon,Ancestry
1994,How Palestinians Keep Warm,/poetsorg/poem/how-palestinians-keep-warm,Naomi Shihab Nye,Ancestry
2003,Sunday,/poetsorg/poem/sunday,Angela Shannon,Ancestry
1999,What I Am,/poetsorg/poem/what-i-am,Terrance Hayes,Ancestry
1996,Haircut,/poetsorg/poem/haircut,Elizabeth Alexander,Ancestry
1994,The Negro Speaks of Rivers,/poetsorg/poem/negro-speaks-rivers,Langston Hughes,Ancestry
1994,How I Got That Name,/poetsorg/poem/how-i-got-name,Marilyn Chin,Ancestry
1993,American Sonnet (10),/poetsorg/poem/american-sonnet-10,Wanda Coleman,Ancestry
1972,My Great Great Etc. Uncle Patrick Henry,/poetsorg/poem/my-great-great-etc-uncle-patrick-henry,James Tate,Ancestry
1831,Teach me I am forgotten by the dead,/poetsorg/poem/teach-me-i-am-forgotten-dead,Ralph Waldo Emerson,Ancestry
